house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area (m2)
Rumah Murah Ex Guest House di Pusat Kota Bandung Jl Maulana Yusuf,"Bandung Wetan, Bandung",13,13,0,35000000000,610,900
Rumah Lokasi Terbaik Di Pusat Kota Bandung,"Bandung Wetan, Bandung",6,5,0,30000000000,725,400
RUMAH SAYAP BENGAWAN JL. SANINTEN,"Bandung Wetan, Bandung",5,3,0,2500000000,185,230
Rumah lokasi pusat kota Bandung Nyaman Aman,"Bandung Wetan, Bandung",4,2,1,1900000000,151,148
"Rumah di Taman Rahayu, Bandung","Bandung Wetan, Bandung",7,3,2,3500000000,440,440
"Rumah di Komplek Singgasana Bandung , Bandung","Bandung Wetan, Bandung",3,2,2,1850000000,102,100
"Rumah Bagus di Jl Nanas, Sayap Riau Bandung","Bandung Wetan, Bandung",5,3,1,4500000000,323,314
Dijual Rumah Hook Lux Singgasana Pradana Kota Bandung,"Bandung Wetan, Bandung",4,5,0,6900000000,286,525
Di  Rumah Hoek 13 Kamar Di Jl. Cisangkuy Bandung,"Bandung Wetan, Bandung",13,4,8,35000000000,1186,500
RumH mewah super nyaman siap huni di Taman Sari - Bandung,"Bandung Wetan, Bandung",3,3,2,15000000000,696,220
Rumah Hook Lux Singgasana Pradana Kota Bandung,"Bandung Wetan, Bandung",4,5,0,6900000000,286,525
Rumah Mewah di Sayap Riau Bandung Konsep Modern Tropis,"Bandung Wetan, Bandung",5,8,4,42000000000,930,1000
Rumah Herritage Type C Di Jl RE Martadinata Kota Bandung,"Bandung Wetan, Bandung",5,3,0,52000000000,1100,250
Rumah Bagus SHM di jl sultan tirtayasa bandung,"Bandung Wetan, Bandung",18,5,2,47000000000,876,500
Rumah Cantik Dan Modern di Cihapit Bandung,"Bandung Wetan, Bandung",5,4,1,6800000000,176,270
RUMAH SAYAP BENGAWAN JL. SANINTEN,"Bandung Wetan, Bandung",5,3,0,2500000000,185,230
"Dijual Rumah Sayap Supratman, Jl Nanas Bandung","Bandung Wetan, Bandung",4,2,2,12000000000,410,154
Dijual rumah pusat kota bandung dekat RE martadinata kawasan kota bandung,"Bandung Wetan, Bandung",7,3,1,6500000000,205,190
Rumah Murah Dan Mewah di Jalan Lapang Supratman Bandung,"Bandung Wetan, Bandung",5,3,4,17500000000,1515,875
Rumah classic di Cihapit tengah kota bandung,"Bandung Wetan, Bandung",11,3,2,9500000000,390,265
Rumah minimalis dekat gedung sate bandung lokasi pusat kota bandung,"Bandung Wetan, Bandung",4,3,1,2600000000,161,165
Rumah Lama Terawat Hitung Tanah Sayap Dago,"Bandung Wetan, Bandung",13,5,0,16000000000,520,700
Rumah Luas  Di Bandung,"Bandung Wetan, Bandung",6,4,0,8700000000,325,300
Rumah Herritage Type C Di Jl RE Martadinata Kota Bandung,"Bandung Wetan, Bandung",5,3,0,52000000000,1100,250
"Rumah Jl. Adipati Kertabumi, Bandung Wetan, Kota Bandung","Bandung Wetan, Bandung",5,4,0,12300000000,451,500
Rumah lama kokoh di Trunojoyo strategis lokasi sgt komersial ,"Bandung Wetan, Bandung",7,3,4,37000000000,892,900
"Rumah cocok untuk dibuat cafe, coffe shop, hotel atau kosan","Bandung Wetan, Bandung",18,5,2,47000000000,876,500
Rumah Murah Bandung Siap Huni ,"Bandung Wetan, Bandung",2,1,1,165000000,60,36
Rumah Murah Bandung Siap Huni ,"Bandung Wetan, Bandung",2,1,1,165000000,60,36
Rumah Classic Terawat Siap Huni Sayap Riau ,"Bandung Wetan, Bandung",5,2,2,4250000000,442,250
Rumah 2 Lantai Terawat Siap Huni Sayap Riau,"Bandung Wetan, Bandung",6,4,2,4700000000,333,314
COCOK UNTUK CAPE ATAU KANTOR PREMIUM LOCATION SAYAP RIAU BANDUNG,"Bandung Wetan, Bandung",1,1,0,14000000000,468,230
DIJUAL FULLFURNISH RUMAH MEWAH TENGAH KOTA DI CIHAPIT BANDUNG,"Bandung Wetan, Bandung",5,3,1,5500000000,176,270
Rumah Bagus Nyaman Lokasi Bagus di Sayap Jl Ahmad Yani Bandung,"Bandung Wetan, Bandung",3,2,1,3800000000,256,212
Rumah Di Summarecon 2 Lt Siap Huni Cantik Dan Asri Lokasi Prima,"Bandung Wetan, Bandung",2,2,0,1750000000,105,77
Rumah Bagus Di Jalan Nanas Cihapit Bandung,"Bandung Wetan, Bandung",3,4,2,12000000000,410,165
Rumah Bagus Di Jalan Nanas Cihapit Bandung,"Bandung Wetan, Bandung",3,4,2,12000000000,410,165
DIJUAL HOTEL BUTIK DI SAYAP RIAU,"Bandung Wetan, Bandung",24,24,0,22500000000,630,1100
Rumah Besar Sayap Supratman Belakang Gedung Sate Bandung,"Bandung Wetan, Bandung",7,4,0,32000000000,702,573
"Rumah Dijual Terawat Bagus di Jalan Sabang, Sayap Riau","Bandung Wetan, Bandung",5,5,0,7250000000,198,350
Mantap Rumah Luas Bisa Dipakai Tempat Usaha Area Cihapit,"Bandung Wetan, Bandung",11,3,0,10000000000,390,265
Rumah Cihapit Sayap Jl A Yani Sayap Jl Riau Bandung Tengah,"Bandung Wetan, Bandung",4,3,0,11000000000,400,200
"Rumah Strategis di Sayap Supratman , Bandung","Bandung Wetan, Bandung",5,4,0,9000000000,367,500
Dijual Rumah 1 1 2 Lantai Terawat Nyaman di Pagarsih Dan Jamika ,"Bandung Wetan, Bandung",3,1,0,670000000,87,90
"Rumah Lux 2 Lantai Bagus SHM di Mainroad Citarum, Bandung","Bandung Wetan, Bandung",4,8,4,40000000000,930,800
Rumah luas dan nyaman semi furnished di sayap Riau,"Bandung Wetan, Bandung",8,4,10,18000000000,538,389
Rumah Bagus Sayap Jalan Citarum Bandung,"Bandung Wetan, Bandung",7,6,4,30000000000,560,580
Rumah Terawat di Jl Nanas Sayap Jl Ahmad Yani Dekat Jl Riau,"Bandung Wetan, Bandung",8,3,2,8780000000,327,350
Rumah Lama SHM Jalan Nanas Sayap Riau Juga Dekat A.yani,"Bandung Wetan, Bandung",7,3,4,8850000000,390,300
Rumah di Sultan Tirtayasa Dekat Gedung Sate,"Bandung Wetan, Bandung",15,6,2,16000000000,520,500
"Rumah Terawat Lokasi Strategis, di Tengah Kota jl. Trunojoyo ","Bandung Wetan, Bandung",8,3,4,33800000000,892,1100
"Dijual Rumah Minimalis, Bagus, Murah di Margahayu Raya","Bandung Wetan, Bandung",3,2,1,820000000,72,120
Dijual Rumah Beserta 2 Pavilliun Di Sayap Riau,"Bandung Wetan, Bandung",10,3,0,10000000000,390,265
"Rumah Terawat Tengah Kota, Strategis Pooool Di Area Sayap Jalan Aceh. Dekat Banget Ke Bip, Paskal23, Stasiun Ka","Bandung Wetan, Bandung",4,2,0,7500000000,312,125
Dijual Tempat Usaha Lokasi Sangat Strategis Belakang Gedung Sate ,"Bandung Wetan, Bandung",4,2,1,19000000000,468,232
HOT DEAL SALE!! Harga Keren!! Rumah 3 Lantai Bagus Nyaman Cihapit,"Bandung Wetan, Bandung",7,4,1,6500000000,176,270
"Rumah Bagus Lingkungan Asri di Sayap Riau , Bandung","Bandung Wetan, Bandung",4,4,0,9500000000,242,300
"Rumah Megah Strategis di Sayap Riau, Kota Bandung","Bandung Wetan, Bandung",4,3,1,9750000000,308,350
"Rumah Bagus Lokasi Strategis di Sayap Riau , Kota Bandung","Bandung Wetan, Bandung",4,3,0,9750000000,308,350
"Dijual Rumah Lingkungan Aman Nyaman Tidak Bising Siap Huni di Sayap Riau, Bandung","Bandung Wetan, Bandung",5,4,2,16000000000,638,587
"Rumah bisa untuk usaha di sayap DIPENOGORO, dekat gedung sate","Bandung Wetan, Bandung",3,2,5,25000000000,746,199
Jual Express Rumah Lega di Lokasi Ciamik Area Sayap Ahmad Yani,"Bandung Wetan, Bandung",4,4,5,4300000000,528,370
Andre Tjhia Bandung Dekat Hotel Mercure Lokasi Sangat Strategis Bagus,"Bandung Wetan, Bandung",4,5,6,40000000000,891,345
Rumah Cocok Untuk Usaha Sayap Riau Bandung,"Bandung Wetan, Bandung",4,3,0,25000000000,488,330
Rumah Mewah Siap Huni Di Jl Ranggamalela Bandung Jawa Barat,"Bandung Wetan, Bandung",5,3,4,75000000000,712,400
"Dijual Rumah di Jl. Mangga, Bandung","Bandung Wetan, Bandung",7,5,0,8000000000,258,360
"Rumah 2 Lt Jl Nanas Sayap Riau, Dekat Fasum Lokasi Strategis","Bandung Wetan, Bandung",4,4,2,6000000000,253,400
RUMAH BESAR ADEM SAYAP RIAU BANDUNG,"Bandung Wetan, Bandung",11,5,0,16500000000,508,500
Rumah Klasik Daerah Sayap Riau Dekat Area Perkantoran,"Bandung Wetan, Bandung",9,5,4,33500000000,1186,800
"Jual Cepat Rumah di Sayap Riau, Bandung","Bandung Wetan, Bandung",4,3,1,8500000000,407,380
Rumah Murah Luas Di Sayap Riau Bandung,"Bandung Wetan, Bandung",6,6,0,18000000000,734,450
Rumah Tua Murah Di Jl Aceh Pusat Kota Bandung,"Bandung Wetan, Bandung",5,4,1,25000000000,794,253
Rumah Mainroad Guruminda Soekarno Hatta Kecamatan Cisaranten,"Bandung Wetan, Bandung",5,2,2,3200000000,218,198
RUMAH BESAR DI TENGAH KOTA. LOKASI SUPER PREMIUM.,"Bandung Wetan, Bandung",5,4,4,57000000000,1464,700
Rumah Jl. Aceh (Bandung Kota) Lokasi Strategis,"Bandung Wetan, Bandung",5,4,2,9000000000,458,269
"Rumah Kost Cipadung, Bandung Timur, Lokasi Strategis !!","Bandung Wetan, Bandung",7,4,0,795000000,104,104
Rumah di Jl. Ranggagading,"Bandung Wetan, Bandung",13,8,2,17000000000,483,350
Rumah Hook Lux Singgasana Pradana Kota Bandung,"Bandung Wetan, Bandung",4,5,0,6900000000,286,525
"Kost 20 Kamar Dekat Area Kampus, Itb, Unisba Tamansari","Bandung Wetan, Bandung",20,20,1,3850000000,146,310
Rumah Bagus Bisa Untuk Tempat Usaha di Tamansari Bandung,"Bandung Wetan, Bandung",6,3,0,9000000000,313,250
"Dijual Rumah Sayap Supratman, Jl Nanas Bandung","Bandung Wetan, Bandung",4,2,2,12000000000,410,154
Di jual rumah heritage kawasan komersial lokasi cisangkuy,"Bandung Wetan, Bandung",16,4,7,35500000000,1186,500
"Dijual Rumah Sayap Supratman, Jl Nanas Bandung","Bandung Wetan, Bandung",4,2,2,12000000000,410,154
RUMAH SAYAP BENGAWAN JL. SANINTEN,"Bandung Wetan, Bandung",5,3,0,2500000000,185,230
JARANG ADA! RUMAH HERITAGE DI SAYAP AHMAD YANI - RIAU HANYA 5 MENIT KE MAINROAD,"Bandung Wetan, Bandung",3,1,3,8740000000,437,300
Rumah Belanda Luas Sayap Ciliwung Cilaki Supratman kota Bandung ,"Bandung Wetan, Bandung",3,2,5,30000000000,659,195
"Dijual , Rumah di jl.Cisangkuy Bandung","Bandung Wetan, Bandung",4,3,0,36000000000,850,500
Dijual Rumah di Jl Sabang Cihapit,"Bandung Wetan, Bandung",4,4,2,8500000000,407,375
Jual rumah kost aktif di taman sari bandung dekat ITB gedung sate ,"Bandung Wetan, Bandung",20,20,2,3850000000,146,300
"Dijual , Rumah di jl.Cisangkuy Bandung","Bandung Wetan, Bandung",4,3,0,36000000000,850,500
"Dijual Rumah Lokasi Maniroad Jalan Supratman Bandung, Lokasi Top Elit Strategis","Bandung Wetan, Bandung",19,11,6,37000000000,881,550
RUMAH DENGAN HALAMAN LUAS DAN TERAWAT KAWASAN MARTADINATA BANDUNG,"Bandung Wetan, Bandung",2,2,0,52000000000,1100,250
RumH mewah super nyaman siap huni di Taman Sari - Bandung,"Bandung Wetan, Bandung",3,3,2,15000000000,696,220
"For Sale, Kost-Kostan bagus super nyaman di Bandung","Bandung Wetan, Bandung",0,0,0,2000000000,110,200
Rumah Siap Huni Sayap Jalan Jakarta ,"Bandung Wetan, Bandung",13,4,2,3500000000,250,200
"Dijual Rumah Sayap Dago, Bandung","Bandung Wetan, Bandung",14,8,8,17000000000,483,260
Hitung Tanah Saja Rumah Sayap Riau Bandung,"Bandung Wetan, Bandung",3,2,5,22000000,299,250
Di jual rumah di Cihapit lokasi strategis ,"Bandung Wetan, Bandung",6,3,3,19800000000,1515,1350
Jarang Ada Rumah Siap Huni di Sayap Riau Bandung,"Bandung Wetan, Bandung",5,3,2,30000000000,911,500
"Cafe di Cisangkuy, cilaki, citarum , Pusat kota PN","Bandung Wetan, Bandung",2,1,3,30500000000,799,1000
Rumah Klasik Tengah Kota Jalan Nanas Bandung,"Bandung Wetan, Bandung",6,6,0,8500000000,390,400
Dijual Rumah Mewah Luas Bandung Wetan Bagus,"Bandung Wetan, Bandung",7,5,2,23000000000,672,1500
Rumah Herritage Type C Di Jl RE Martadinata Kota Bandung,"Bandung Wetan, Bandung",5,3,0,52000000000,1100,250
Rumah Antik Heritage Di Jalan Cipunagara Bandung,"Bandung Wetan, Bandung",3,2,0,28000000000,659,196
Dijual Rumah Cantik Modern Furnish Di Cihapit Bandung,"Bandung Wetan, Bandung",5,0,0,7000000000,176,270
RUMAH SAYAP RIAU,"Bandung Wetan, Bandung",11,3,0,8500000000,390,265
Rumah untuk Kantor dan Tempat Usaha di Jalan Sabang Bandung,"Bandung Wetan, Bandung",7,5,2,18000000000,734,350
Rumah minimalis Dekat Sayap Riau dan Gedung Sate,"Bandung Wetan, Bandung",4,4,2,4950000000,140,250
RUMAH MINIMALIS SAYAP RIAU BANDUNG KOTA,"Bandung Wetan, Bandung",3,3,2,4900000000,140,250
Rumah Dijual di Sultan Tirtayasa Sayap Dago Bandung SHM ,"Bandung Wetan, Bandung",18,5,2,47000000000,876,550
Rumah di Sayap Riau Bandung SHM Hitung Tanah Strategis ,"Bandung Wetan, Bandung",7,2,1,7500000000,250,350
Rumah Strategis Tengah Kota Sayap Ahmad Yani Bandung,"Bandung Wetan, Bandung",5,3,2,2300000000,158,220
Rumah Lama Terawat Hitung Tanah Sayap Dago,"Bandung Wetan, Bandung",13,5,10,16000000000,520,700
Rumah Di Summarecon 2 Lt Siap Huni Cantik Dan Asri Lokasi Prima,"Bandung Wetan, Bandung",2,2,0,1750000000,105,77
"Dijual Ruko + Rumah Purnawarman, Bandung","Bandung Wetan, Bandung",4,4,0,23500000000,670,400
"Rumah lama siap huni di RE MARTADINATA, riau, murah!","Bandung Wetan, Bandung",10,3,5,8700000000,314,185
"Rumah Klasik Bangunan Terawat Bagus, Lokasi Di Jl. Bengawan BandungLokasi Strategis Di Pusat Kota Bandung :900Meter Dari Gedung Sate+Lap. GasibuDekat Jalan CitarumDekat Jalan RiauDekat Jalan SupratmanSpesifikasi Teknis:- Luas Tanah: 753 m²","Bandung Wetan, Bandung",5,4,3,42000000000,753,370
Rumah Kost Eksklusif Mainroad Jl. Supratman Bandung Dijual,"Bandung Wetan, Bandung",20,8,0,37000000000,890,550
Rumah Heritage Di Jalan Nangka Sayap Jalan Riau Bandung,"Bandung Wetan, Bandung",3,1,3,8740000000,437,250
Dijual Rumah Murah Strategis Di Sayap Riau Bandung ,"Bandung Wetan, Bandung",5,3,2,2900000000,242,140
Dijual Rumah Siap Huni Di Lokasi Strategis Jalan Sabang Bandung,"Bandung Wetan, Bandung",4,3,1,22000000000,818,561
Dijual Rumah 900 Meter ke Gedung Sate dan Lapangan Gasibu Cocok Untuk tempat Tinggal/Kantor,"Bandung Wetan, Bandung",5,4,3,42000000000,753,370
"Dijual , Rumah di jl.Cisangkuy Bandung","Bandung Wetan, Bandung",4,3,0,36000000000,850,500
Rumah 2 Lantai Bagus Tengah Kota di Jl. Nanas ,"Bandung Wetan, Bandung",11,3,1,9000000000,390,265
Rumah Minimalis Berada Ditengah Kota Bandung di Taman Sari,"Bandung Wetan, Bandung",2,1,0,325000000,42,40
Rumah Nuansa Putih Bangunan Heritage Nyaman Huni di Jl. Nangka,"Bandung Wetan, Bandung",3,2,5,8740000000,437,300
DIJUAL RUMAH MEWAH DAN LUX DI CITARUM KODYA BANDUNG,"Bandung Wetan, Bandung",7,6,4,40000000000,930,800
"Rumah Sayap Citarum, Tengah Kota","Bandung Wetan, Bandung",4,4,2,19000000000,610,610
"Rumah Minimalis Strategis di Johar, Sayap Riau Bandung","Bandung Wetan, Bandung",4,3,2,4950000000,140,250
"Rumah Luas Di Daerah Taman Sari, Bandung","Bandung Wetan, Bandung",5,4,6,27000000000,871,500
"Rumah classic cocok untuk usaha kuliner, distro di mainroad jl riau","Bandung Wetan, Bandung",4,2,7,52000000000,1100,330
JARANG ADA! RUMAH HERITAGE DI SAYAP AHMAD YANI - RIAU HANYA 5 MENIT KE MAINROAD,"Bandung Wetan, Bandung",3,1,3,8740000000,437,300
Rumah Bagus Sayap Jalan Citarum Bandung,"Bandung Wetan, Bandung",7,6,1,30000000000,560,580
Rumah Cihapit Sayap Jl A Yani Sayap Jl Riau Bandung Tengah,"Bandung Wetan, Bandung",4,3,0,11000000000,400,200
"Dijual Rumah Mewah, Siap Huni, Tusuk sate di Margahayu Raya","Bandung Wetan, Bandung",5,4,1,2200000000,209,360
Rumah untuk Kantor dan Tempat Usaha di Jalan Sabang Bandung,"Bandung Wetan, Bandung",7,5,2,18000000000,734,350
Rumah Murah 2 Lantai Bagus 3 Kamar Tidur Area Bandung Timur,"Bandung Wetan, Bandung",3,3,0,900000000,85,125
"Dijual Rumah Luas Dan Menarik Pusat Kota Siap Huni di Supratman, Bandung","Bandung Wetan, Bandung",6,4,2,9500000000,367,250
"Dijual Rumah Lokasi Strategis di Jl. Progo, Bandung","Bandung Wetan, Bandung",5,7,0,20000000000,468,232
"Dijual Rumah Lokasi Strategis di Jl. Progo, Bandung","Bandung Wetan, Bandung",5,7,0,20000000000,468,232
"Dijual Cepat Rumah Tinggal Nyaman Beserta Isinya, Ada Usaha Kos kosan Daerah Sayap Ahmad Yani","Bandung Wetan, Bandung",15,6,1,3000000000,225,400
Jual Dan Sewa Rumah Cafe Jl Riau Mainroad Bandung ,"Bandung Wetan, Bandung",2,5,10,36000000000,800,400
Rumah Heritage di Jalan Supratman Bandung,"Bandung Wetan, Bandung",4,4,0,25000000000,880,302
"Rumah Megah Strategis di Sayap Riau, Kota Bandung","Bandung Wetan, Bandung",4,3,1,9750000000,308,350
"Rumah Bagus Lingkungan Asri di Sayap Riau , Bandung","Bandung Wetan, Bandung",4,4,0,9500000000,242,300
Dijual Rumah Parigi Indah.,"Bandung Wetan, Bandung",2,1,1,950000000,84,100
Rumah Hitung Tanah di Jalan Flores Sayap Riau Dekat Hotel Amarosa,"Bandung Wetan, Bandung",0,1,0,21700000000,807,1
Jual Rumah Jalan Salam Sayap Riau Jarang Ada !!!,"Bandung Wetan, Bandung",7,5,1,13500000000,353,485
"Kost Murah SHM Dekat Itb Dan Unisba di Kebon Bibit, Tamansari","Bandung Wetan, Bandung",8,2,0,1200000000,139,100
Kost Strategis Untuk Investasi di Cihampelas,"Bandung Wetan, Bandung",31,9,8,35000000000,1241,750
Rumah Kost Murah Siap Huni Area Kampus ITB Taman Sari ,"Bandung Wetan, Bandung",15,4,0,2000000000,110,200
Dijual Rumah Cisaranteun...,"Bandung Wetan, Bandung",3,2,1,985000000,107,70
Rumah Bagus Siap Huni di Sayap Riau Pusat Kota Bandung,"Bandung Wetan, Bandung",7,3,2,13500000000,354,486
Rumah Kost Sayap Supratman ,"Bandung Wetan, Bandung",13,0,4,37000000000,881,550
"Jual Rumah Baru 2 lantai di Imah Kawaluyaan, Soekarno Hatta, Bandung","Bandung Wetan, Bandung",3,3,1,1470000000,85,120
Rumah 2 lantai strategis luas 734m² di Jl cimandiri Hayamwuruk samping Unpad Bandung,"Bandung Wetan, Bandung",6,3,1,13500000000,734,450
Dijual Rumah Tua Terawat di Sayap Riau,"Bandung Wetan, Bandung",0,0,0,18500000000,485,300
Dijual Rumah di Main Road Jl. Riau,"Bandung Wetan, Bandung",1,1,0,55000000000,1460,1000
Dijual Rumah Hitung Tanah Saja di Sayap Riau,"Bandung Wetan, Bandung",1,1,0,8740000000,437,1
Rumah Nyaman Minimallis di Sayap Riau,"Bandung Wetan, Bandung",3,2,0,22000000000,520,220
Dijual Rumah Terawat Strategis Sayap Riau Bandung,"Bandung Wetan, Bandung",7,3,1,6500000000,208,190
RUMAH SHM SAYAP RIAU,"Bandung Wetan, Bandung",0,0,0,22000000000,734,400
Dijual Rumah Di Sayap Riau Cocok Untuk Usaha,"Bandung Wetan, Bandung",5,2,2,12000000000,360,300
"Rumah Sayap Riau Bangunan Luas Cocok untuk Cafe, Kantor ","Bandung Wetan, Bandung",4,3,0,45000000000,1500,1023
"Rumah Luas SHM di Mainroad Riau, Kota Bandung","Bandung Wetan, Bandung",4,3,0,55000000000,1460,1000
Rumah Mewah Murah Lokasi Strategis di Pusat Kota Bandung,"Bandung Wetan, Bandung",5,4,2,7100000000,176,305
Rumah dekat gedung sate BU cihapit Bandung ,"Bandung Wetan, Bandung",5,3,2,6500000000,220,158
Rumah Jual Cepat Sayap Taman Sari dekat ITB Bandung,"Bandung Wetan, Bandung",3,2,2,5400000000,352,200
"Rumah tua hitung tanah di sayap riau, terhitung 20 jt/m","Bandung Wetan, Bandung",5,4,3,8740000000,437,300
Rumah mewah dilokasi strategis,"Bandung Wetan, Bandung",5,3,0,20700000000,1515,825
"Rumah Hitung Tanah di Bengawan Bandung, Sangat Cocok Untuk Usaha","Bandung Wetan, Bandung",0,0,0,11900000000,476,200
"Dijual Harga Murah, Rumah di Sayap Riau. Heritage Gol C","Bandung Wetan, Bandung",3,2,6,8740000000,437,250
Rumah Siap Huni Minimalis Di Batunuggal Mulia Bandung,"Batununggal, Bandung",4,3,1,3970000000,325,216
"Rumah Modern Minimalis di Batununggal, Bandung","Batununggal, Bandung",3,2,0,2850000000,162,200
Rumah SHM Bagus hadap Timur,"Batununggal, Bandung",6,5,1,3000000000,260,400
"Rumah SHM Lokasi Strategis di Salendro Timur Vii, Batununggal, Bandung","Batununggal, Bandung",5,3,1,2600000000,200,340
Rumah Siap Huni Design Modern 2 Lantai di Batununggal Bandung,"Batununggal, Bandung",4,4,2,5200000000,220,295
Jual Rumah Batununggal Terawat Bagus,"Batununggal, Bandung",4,4,2,3900000000,240,380
"Rumah Siap Huni di Batununggal Lestari, Bandung","Batununggal, Bandung",4,4,2,5200000000,220,295
Rumah Cantik Mewah di Batununggal Bandung,"Batununggal, Bandung",3,3,3,4300000000,200,250
Rumah Mewah Siap Huni di Batununggal Indah Bandung,"Batununggal, Bandung",5,5,2,9500000000,473,550
"Dijual Rumah Lux 2 Lantai di Batununggal, Bandung","Batununggal, Bandung",3,3,0,3000000000,126,180
Rumah Cluster One Gate di Batununggal Jelita,"Batununggal, Bandung",3,2,2,6250000000,280,290
"Rumah Minimalis Siap Huni Dekat Tol di Batununggal, Bandung","Batununggal, Bandung",4,4,2,5200000000,220,295
Rumah Bagus Hdp Utara di Batununggal Indah,"Batununggal, Bandung",3,2,1,2850000000,195,170
Dijual Rumah di Batununggal Elok 2 Lantai SHM hadap Timur,"Batununggal, Bandung",4,3,2,5800000000,300,400
Rumah 2 Lantai Bagus Area Batununggal Bandung Semi Furnished,"Batununggal, Bandung",3,2,2,2300000000,150,140
Rumah Keren Murah di Batununggal Bandung,"Batununggal, Bandung",3,3,2,1860000000,84,110
Hot listing rumah di BN harga menarik nego sampai deal,"Batununggal, Bandung",4,3,1,3000000000,180,300
Rumah Bagus 3 Lantai Sayap Buah Batu Suhat Bandung Hook SHM,"Batununggal, Bandung",6,5,1,3900000000,235,450
Turun Harga! Rumah Minimalis di Area Batununggal Buah Batu,"Batununggal, Bandung",3,2,1,1290000000,131,90
"Dijual Cepat, Rumah Pusat Kota Dekat Gedung Sate Cocok Dibangun Kos Kos An","Batununggal, Bandung",4,2,1,1330000000,164,100
"Minimalis Rumah Batununggal 2 Lantai, bandung","Batununggal, Bandung",4,3,2,2100000000,97,113
"Dijual Cepat Rumah 1,5 Lantai di Batununggal","Batununggal, Bandung",3,3,1,4250000000,200,250
Rumah Konsep Bali Baru Minimalis Batununggal Dalam Cluster Favorite,"Batununggal, Bandung",3,3,2,6500000000,285,300
"MURAH di Batununggal cocok untuk Keluarga Sedang/ Kecil, Jarang Ada!","Batununggal, Bandung",3,3,2,1940000000,87,115
Rumah 2 Lantai Mewah 100 di Batununggal Indah Bandung,"Batununggal, Bandung",4,4,2,3950000000,180,202
Rumah Lux Keren Banget Strategis di Batununggal Bandung,"Batununggal, Bandung",4,4,1,6300000000,375,560
"Dijual Rumah 2,5 Lantai Nyaman Siap Huni di Batununggal Jelita Bandung","Batununggal, Bandung",4,4,1,3150000000,180,290
NEW MINIMALIS MODERN @ BATUNUNGGAL,"Batununggal, Bandung",5,3,2,3210000000,161,236
Rumah minimalis dekat Sekolah Aloysius,"Batununggal, Bandung",3,2,1,2000000000,123,83
Rumah Batununggal Bagus Harga OK Siap Pakai,"Batununggal, Bandung",7,3,3,3950000000,199,300
Dijual Rumah Baru di Batununggal Indah Bandung,"Batununggal, Bandung",3,3,2,2000000000,91,120
Dijual Rumah Baru Mewah di Batununggal Bandung,"Batununggal, Bandung",4,4,2,4650000000,200,270
Jual Rumah Minimalis di Batununggal Asih,"Batununggal, Bandung",3,2,2,1950000000,126,108
Di Jual Rumah Batununggal Semi Furnished Siap Huni,"Batununggal, Bandung",3,2,2,2850000000,162,200
Rumah 2 Lantai Murah Dekat Batununggal Indah Estate,"Batununggal, Bandung",2,2,1,1400000000,70,120
Jual Rumah Siap Huni Batununggal Asri,"Batununggal, Bandung",2,1,0,1950000000,126,108
Rumah Baru 2 Lantai Paling Murah di Batununggal Indah Bandung ,"Batununggal, Bandung",3,3,2,1860000000,84,110
Jual Cepat Rumah Siap Huni Batununggal Kota Bandung,"Batununggal, Bandung",5,3,1,3200000000,200,300
Jual Cepat Rumah Siap Huni Batununggal Kota Bandung,"Batununggal, Bandung",5,3,1,3200000000,200,300
Rumah cantik siqp huni di komplek elite Batununggal Indah,"Batununggal, Bandung",5,3,2,4000000000,200,250
Rumah asri 2 lantai dlm.cluster batununggal,"Batununggal, Bandung",4,3,2,3150000000,140,214
Rumah 2 lantai hafap timur di batununggal,"Batununggal, Bandung",4,3,2,3370000000,180,280
Rumah Batununggal shm baru SHM,"Batununggal, Bandung",3,2,2,3400000000,180,110
Rumah Siap Huni Batununggal Raya,"Batununggal, Bandung",5,4,2,6000000000,360,400
"Breathable House Rumah Baru Batununggal ,lokasi Depan","Batununggal, Bandung",4,4,2,5200000000,220,295
Rumah Terawat 2 Lantai di Mainroad Batununggal,"Batununggal, Bandung",3,2,2,4000000000,180,200
Rumah baru di batununggal Indah kota Bandung,"Batununggal, Bandung",3,3,2,2000000000,91,120
Rumah 2 Lantai siap huni di komplek Batununggal Harga Nego SHM,"Batununggal, Bandung",4,3,2,4800000000,300,250
Dijual Rumah Bagus Batununggal ,"Batununggal, Bandung",0,0,0,1750000000,112,100
Rumah 2 Lantai Bagus Siap Huni Di Batununggal Indah Dekat BCA,"Batununggal, Bandung",3,2,1,2400000000,117,180
"Rumah Lux Murah Komplek Elit Batununggal, Bandung","Batununggal, Bandung",4,4,2,3000000000,170,300
"Murah Rumah 2 Lantai Komplek Batununggal Indah, Bandung","Batununggal, Bandung",4,3,1,3100000000,180,280
Rumah di Kompleks Batununggal Indah Minimalis Siap Huni,"Batununggal, Bandung",3,2,1,2850000000,162,200
Rumah Terawat 2 Lantai di Komp. Batununggal Indah Bandung,"Batununggal, Bandung",4,3,0,3600000000,180,300
Rumah Batununggal Indah 2lt,"Batununggal, Bandung",3,3,1,2500000000,117,185
"Nego Keras, Rumah Siap Huni Di Komplek Batununggal Indah, Bandung","Batununggal, Bandung",4,3,2,3400000000,180,300
"Rumah Cantik, Siap Huni, Cluster,  Di Batununggal Indah, Bandung","Batununggal, Bandung",3,2,1,2850000000,162,200
